0, 10
1, 10
2, 10
3, 10
4, 10
5, 10
6, 10
7, 10
8, 10
9, 10
10, 10
11, 10
12, 10
13, 10
14, 10
15, 10
16, 10
17, 10
18, 10
19, 10
20, 10
21, 10
22, 10
23, 10
24, 10
25, 10
26, 10
27, 10
28, 10
29, 10
30, 10
31, 10
32, 10
33, 10
34, 10
35, 10
36, 10
37, 10
38, 10
39, 10
40, 10
41, 10
42, 10
43, 10
44, 10
45, 10
46, 10
47, 10
48, 10
49, 10
50, 10
51, 10
52, 10
53, 10
54, 10
55, 10
56, 10
57, 10
58, 10
59, 10
60, 10
61, 11
62, 11
63, 11
64, 10
65, 10
66, 10
67, 10
68, 10
69, 10
70, 10
71, 10
72, 10
73, 10
74, 10
75, 10
76, 10
77, 10
78, 10
79, 10
80, 10
81, 10
82, 10
83, 10
84, 10
85, 10
86, 10
87, 10
88, 10
89, 10
90, 11
91, 11
92, 10
93, 10
94, 10
95, 10
96, 10
97, 10
98, 10
99, 10
100, 10
101, 10
102, 10
103, 10
104, 10
105, 10
106, 10
107, 10
108, 10
109, 10
110, 10
111, 10
112, 10
113, 10
114, 10
115, 10
116, 10
117, 10
118, 10
119, 10
120, 10
121, 10
122, 10
123, 10
124, 10
125, 10
126, 10
127, 10
128, 10
129, 10
130, 11
131, 11
132, 11
133, 11
134, 10
135, 10
136, 10
137, 10
138, 10
139, 10
140, 10
141, 10
142, 10
143, 10
144, 10
145, 10
146, 10
147, 10
148, 10
149, 10
150, 10
151, 10
152, 10
153, 10
154, 10
155, 10
156, 10
157, 10
158, 11
159, 11
160, 11
161, 11
162, 11
163, 11
164, 11
165, 11
166, 11
167, 11
168, 11
169, 11
170, 11
171, 11
172, 11
173, 11
174, 11
175, 11
176, 11
177, 11
178, 11
179, 11
180, 11
181, 11
182, 11
183, 11
184, 11
185, 11
186, 11
187, 11
188, 12
189, 12
190, 12
191, 11
192, 11
193, 11
194, 11
195, 11
196, 11
197, 11
198, 11
199, 11
200, 11
201, 11
202, 11
203, 11
204, 11
205, 11
206, 11
207, 10
208, 11
209, 11
210, 11
211, 11
212, 11
213, 11
214, 11
215, 11
216, 11
217, 11
218, 11
219, 11
220, 11
221, 11
222, 11
223, 11
224, 11
225, 11
226, 11
227, 11
228, 11
229, 11
230, 11
231, 11
232, 11
233, 11
234, 11
235, 11
236, 11
237, 11
238, 11
239, 11
240, 11
241, 11
242, 11
243, 11
244, 11
245, 11
246, 11
247, 11
248, 11
249, 11
250, 11
251, 11
